,score,time,samples,subject,session,channels,n_sessions,dataset,pipeline
253,0.96375,19.486046,480.0,2,2,16,1,BrainInvaders2013a,PARAFACDA
254,0.9032813,18.660055,480.0,2,3,16,1,BrainInvaders2013a,PARAFACDA
255,0.951875,16.371458,480.0,2,4,16,1,BrainInvaders2013a,PARAFACDA
256,0.796875,15.891304,480.0,2,5,16,1,BrainInvaders2013a,PARAFACDA
257,0.90484375,16.458345,480.0,2,6,16,1,BrainInvaders2013a,PARAFACDA
258,0.9089062,16.118465,480.0,2,7,16,1,BrainInvaders2013a,PARAFACDA
259,0.96617645,63.67246,504.0,2,0,16,1,BrainInvaders2013a,BTTDA
260,0.9273437,18.198753,480.0,2,1,16,1,BrainInvaders2013a,BTTDA
261,0.96875,18.861507,480.0,2,2,16,1,BrainInvaders2013a,BTTDA
262,0.9178125,25.074226,480.0,2,3,16,1,BrainInvaders2013a,BTTDA
263,0.955625,18.734476,480.0,2,4,16,1,BrainInvaders2013a,BTTDA
264,0.7978125,15.704321,480.0,2,5,16,1,BrainInvaders2013a,BTTDA
265,0.9134375,18.53938,480.0,2,6,16,1,BrainInvaders2013a,BTTDA
266,0.9121875,16.654749,480.0,2,7,16,1,BrainInvaders2013a,BTTDA
267,0.869375,36.732212,480.0,3,0,16,1,BrainInvaders2013a,HODA
268,0.82765627,5.71195,480.0,3,1,16,1,BrainInvaders2013a,HODA
269,0.84515625,5.0155344,480.0,3,2,16,1,BrainInvaders2013a,HODA
270,0.88921875,2.6170163,480.0,3,3,16,1,BrainInvaders2013a,HODA
271,0.8409375,2.7049944,480.0,3,4,16,1,BrainInvaders2013a,HODA
272,0.6825,2.510206,480.0,3,5,16,1,BrainInvaders2013a,HODA
273,0.881875,1.7102981,480.0,3,6,16,1,BrainInvaders2013a,HODA
274,0.54625,2.0340827,480.0,3,7,16,1,BrainInvaders2013a,HODA
275,0.8440625,52.248363,480.0,3,0,16,1,BrainInvaders2013a,PARAFACDA
276,0.85234374,16.82,480.0,3,1,16,1,BrainInvaders2013a,PARAFACDA
277,0.8603125,18.292963,480.0,3,2,16,1,BrainInvaders2013a,PARAFACDA
278,0.86109376,17.811087,480.0,3,3,16,1,BrainInvaders2013a,PARAFACDA
279,0.826875,19.924181,480.0,3,4,16,1,BrainInvaders2013a,PARAFACDA
280,0.7875,18.656189,480.0,3,5,16,1,BrainInvaders2013a,PARAFACDA
281,0.90234375,16.322515,480.0,3,6,16,1,BrainInvaders2013a,PARAFACDA
282,0.703125,12.107699,480.0,3,7,16,1,BrainInvaders2013a,PARAFACDA
283,0.85875,59.644714,480.0,3,0,16,1,BrainInvaders2013a,BTTDA
284,0.86359376,18.640425,480.0,3,1,16,1,BrainInvaders2013a,BTTDA
285,0.900625,19.93538,480.0,3,2,16,1,BrainInvaders2013a,BTTDA
286,0.90046877,19.599321,480.0,3,3,16,1,BrainInvaders2013a,BTTDA
287,0.88234377,18.864452,480.0,3,4,16,1,BrainInvaders2013a,BTTDA
288,0.78546876,24.873404,480.0,3,5,16,1,BrainInvaders2013a,BTTDA
289,0.91984373,21.450354,480.0,3,6,16,1,BrainInvaders2013a,BTTDA
290,0.62328124,12.7932005,480.0,3,7,16,1,BrainInvaders2013a,BTTDA
291,0.82484376,35.70092,480.0,4,0,16,1,BrainInvaders2013a,HODA
