,dataset,subject,session,run,fold,n_blocks,roc_auc_score
1390,009-2014,4,session_0,run_0,1,15,0.8585526315789473
1391,009-2014,4,session_0,run_0,1,16,0.8580043859649124
1392,009-2014,4,session_0,run_0,2,1,0.8958333333333334
1393,009-2014,4,session_0,run_0,2,2,0.9205043859649122
1394,009-2014,4,session_0,run_0,2,3,0.925438596491228
1395,009-2014,4,session_0,run_0,2,4,0.9380482456140351
1396,009-2014,4,session_0,run_0,2,5,0.9512061403508772
1397,009-2014,4,session_0,run_0,2,6,0.9660087719298246
1398,009-2014,4,session_0,run_0,2,7,0.9676535087719298
1399,009-2014,4,session_0,run_0,2,8,0.9643640350877192
1400,009-2014,4,session_0,run_0,2,9,0.9632675438596491
1401,009-2014,4,session_0,run_0,2,10,0.9643640350877193
1402,009-2014,4,session_0,run_0,2,11,0.9660087719298247
1403,009-2014,4,session_0,run_0,2,12,0.9671052631578947
1404,009-2014,4,session_0,run_0,2,13,0.9676535087719298
1405,009-2014,4,session_0,run_0,2,14,0.96875
1406,009-2014,4,session_0,run_0,2,15,0.9703947368421053
1407,009-2014,4,session_0,run_0,2,16,0.9654605263157895
1408,009-2014,4,session_0,run_0,3,1,0.9462719298245614
1409,009-2014,4,session_0,run_0,3,2,0.9731359649122807
1410,009-2014,4,session_0,run_0,3,3,0.9775219298245614
1411,009-2014,4,session_0,run_0,3,4,0.9725877192982456
1412,009-2014,4,session_0,run_0,3,5,0.9714912280701754
1413,009-2014,4,session_0,run_0,3,6,0.9561403508771931
1414,009-2014,4,session_0,run_0,3,7,0.9544956140350878
1415,009-2014,4,session_0,run_0,3,8,0.9566885964912281
1416,009-2014,4,session_0,run_0,3,9,0.9572368421052633
1417,009-2014,4,session_0,run_0,3,10,0.9632675438596491
1418,009-2014,4,session_0,run_0,3,11,0.96875
1419,009-2014,4,session_0,run_0,3,12,0.9682017543859649
1420,009-2014,4,session_0,run_0,3,13,0.9725877192982455
1421,009-2014,4,session_0,run_0,3,14,0.9720394736842106
1422,009-2014,4,session_0,run_0,3,15,0.9654605263157894
1423,009-2014,4,session_0,run_0,3,16,0.9632675438596492
1424,009-2014,4,session_0,run_0,4,1,0.9424342105263157
1425,009-2014,4,session_0,run_0,4,2,0.9353070175438596
1426,009-2014,4,session_0,run_0,4,3,0.9287280701754386
1427,009-2014,4,session_0,run_0,4,4,0.943530701754386
1428,009-2014,4,session_0,run_0,4,5,0.9429824561403509
1429,009-2014,4,session_0,run_0,4,6,0.9429824561403509
1430,009-2014,4,session_0,run_0,4,7,0.9429824561403509
1431,009-2014,4,session_0,run_0,4,8,0.9468201754385965
1432,009-2014,4,session_0,run_0,4,9,0.9457236842105263
1433,009-2014,4,session_0,run_0,4,10,0.9468201754385964
1434,009-2014,4,session_0,run_0,4,11,0.9484649122807018
1435,009-2014,4,session_0,run_0,4,12,0.949561403508772
1436,009-2014,4,session_0,run_0,4,13,0.9495614035087719
1437,009-2014,4,session_0,run_0,4,14,0.950109649122807
1438,009-2014,4,session_0,run_0,4,15,0.9495614035087719
1439,009-2014,4,session_0,run_0,4,16,0.9495614035087719
1440,009-2014,4,session_1,run_0,0,1,0.9520833333333334
1441,009-2014,4,session_1,run_0,0,2,0.9609375
1442,009-2014,4,session_1,run_0,0,3,0.9734375
1443,009-2014,4,session_1,run_0,0,4,0.9708333333333333
1444,009-2014,4,session_1,run_0,0,5,0.9369791666666666
1445,009-2014,4,session_1,run_0,0,6,0.9432291666666667
1446,009-2014,4,session_1,run_0,0,7,0.9286458333333334
1447,009-2014,4,session_1,run_0,0,8,0.9296875
1448,009-2014,4,session_1,run_0,0,9,0.93125
1449,009-2014,4,session_1,run_0,0,10,0.9338541666666667
1450,009-2014,4,session_1,run_0,0,11,0.934375
1451,009-2014,4,session_1,run_0,0,12,0.9338541666666667
1452,009-2014,4,session_1,run_0,0,13,0.9338541666666667
1453,009-2014,4,session_1,run_0,0,14,0.9348958333333333
1454,009-2014,4,session_1,run_0,0,15,0.9354166666666666
1455,009-2014,4,session_1,run_0,0,16,0.9348958333333334
1456,009-2014,4,session_1,run_0,1,1,0.9199561403508772
1457,009-2014,4,session_1,run_0,1,2,0.9133771929824561
1458,009-2014,4,session_1,run_0,1,3,0.9089912280701755
1459,009-2014,4,session_1,run_0,1,4,0.9117324561403508
1460,009-2014,4,session_1,run_0,1,5,0.9122807017543858
1461,009-2014,4,session_1,run_0,1,6,0.9117324561403509
1462,009-2014,4,session_1,run_0,1,7,0.9089912280701754
1463,009-2014,4,session_1,run_0,1,8,0.9062499999999999
1464,009-2014,4,session_1,run_0,1,9,0.9051535087719297
1465,009-2014,4,session_1,run_0,1,10,0.9046052631578948
1466,009-2014,4,session_1,run_0,1,11,0.9029605263157894
1467,009-2014,4,session_1,run_0,1,12,0.9035087719298245
1468,009-2014,4,session_1,run_0,1,13,0.9040570175438596
1469,009-2014,4,session_1,run_0,1,14,0.9046052631578947
1470,009-2014,4,session_1,run_0,1,15,0.9040570175438595
1471,009-2014,4,session_1,run_0,1,16,0.9046052631578947
1472,009-2014,4,session_1,run_0,2,1,0.9786184210526315
1473,009-2014,4,session_1,run_0,2,2,0.9791666666666665
1474,009-2014,4,session_1,run_0,2,3,0.9731359649122806
1475,009-2014,4,session_1,run_0,2,4,0.9665570175438597
1476,009-2014,4,session_1,run_0,2,5,0.9572368421052633
1477,009-2014,4,session_1,run_0,2,6,0.9501096491228069
1478,009-2014,4,session_1,run_0,2,7,0.9446271929824561
1479,009-2014,4,session_1,run_0,2,8,0.9468201754385964
1480,009-2014,4,session_1,run_0,2,9,0.9451754385964912
1481,009-2014,4,session_1,run_0,2,10,0.9473684210526316
1482,009-2014,4,session_1,run_0,2,11,0.950657894736842
1483,009-2014,4,session_1,run_0,2,12,0.9495614035087718
1484,009-2014,4,session_1,run_0,2,13,0.950109649122807
1485,009-2014,4,session_1,run_0,2,14,0.949013157894737
1486,009-2014,4,session_1,run_0,2,15,0.9495614035087718
1487,009-2014,4,session_1,run_0,2,16,0.950109649122807
1488,009-2014,4,session_1,run_0,3,1,0.9473684210526316
1489,009-2014,4,session_1,run_0,3,2,0.9555921052631579
1490,009-2014,4,session_1,run_0,3,3,0.9660087719298246
1491,009-2014,4,session_1,run_0,3,4,0.9550438596491228
1492,009-2014,4,session_1,run_0,3,5,0.9703947368421052
1493,009-2014,4,session_1,run_0,3,6,0.9665570175438596
1494,009-2014,4,session_1,run_0,3,7,0.955592105263158
1495,009-2014,4,session_1,run_0,3,8,0.9577850877192982
1496,009-2014,4,session_1,run_0,3,9,0.9583333333333333
1497,009-2014,4,session_1,run_0,3,10,0.9561403508771931
1498,009-2014,4,session_1,run_0,3,11,0.9616228070175439
1499,009-2014,4,session_1,run_0,3,12,0.962171052631579
1500,009-2014,4,session_1,run_0,3,13,0.962171052631579
1501,009-2014,4,session_1,run_0,3,14,0.9594298245614036
1502,009-2014,4,session_1,run_0,3,15,0.9594298245614035
1503,009-2014,4,session_1,run_0,3,16,0.9594298245614035
1504,009-2014,4,session_1,run_0,4,1,0.8278508771929824
1505,009-2014,4,session_1,run_0,4,2,0.8689692982456141
1506,009-2014,4,session_1,run_0,4,3,0.8865131578947368
1507,009-2014,4,session_1,run_0,4,4,0.8887061403508771
1508,009-2014,4,session_1,run_0,4,5,0.8941885964912281
1509,009-2014,4,session_1,run_0,4,6,0.9057017543859649
1510,009-2014,4,session_1,run_0,4,7,0.90625
1511,009-2014,4,session_1,run_0,4,8,0.90625
1512,009-2014,4,session_1,run_0,4,9,0.9062499999999999
1513,009-2014,4,session_1,run_0,4,10,0.9084429824561403
1514,009-2014,4,session_1,run_0,4,11,0.9084429824561404
1515,009-2014,4,session_1,run_0,4,12,0.9089912280701754
1516,009-2014,4,session_1,run_0,4,13,0.9089912280701754
1517,009-2014,4,session_1,run_0,4,14,0.9139254385964912
1518,009-2014,4,session_1,run_0,4,15,0.9117324561403509
1519,009-2014,4,session_1,run_0,4,16,0.9117324561403508
1520,009-2014,4,session_2,run_0,0,1,0.9458333333333333
1521,009-2014,4,session_2,run_0,0,2,0.9328125
1522,009-2014,4,session_2,run_0,0,3,0.91875
1523,009-2014,4,session_2,run_0,0,4,0.9317708333333333
1524,009-2014,4,session_2,run_0,0,5,0.9437500000000001
1525,009-2014,4,session_2,run_0,0,6,0.9432291666666668
1526,009-2014,4,session_2,run_0,0,7,0.9453125
1527,009-2014,4,session_2,run_0,0,8,0.9473958333333334
1528,009-2014,4,session_2,run_0,0,9,0.9473958333333334
1529,009-2014,4,session_2,run_0,0,10,0.9479166666666666
1530,009-2014,4,session_2,run_0,0,11,0.9484375
1531,009-2014,4,session_2,run_0,0,12,0.9489583333333333
1532,009-2014,4,session_2,run_0,0,13,0.9489583333333333
1533,009-2014,4,session_2,run_0,0,14,0.9489583333333333
1534,009-2014,4,session_2,run_0,0,15,0.9489583333333333
1535,009-2014,4,session_2,run_0,0,16,0.9484375
1536,009-2014,4,session_2,run_0,1,1,0.9035087719298246
1537,009-2014,4,session_2,run_0,1,2,0.9714912280701755
1538,009-2014,4,session_2,run_0,1,3,0.981359649122807
1539,009-2014,4,session_2,run_0,1,4,0.9841008771929824
1540,009-2014,4,session_2,run_0,1,5,0.9736842105263158
1541,009-2014,4,session_2,run_0,1,6,0.9802631578947368
1542,009-2014,4,session_2,run_0,1,7,0.974780701754386
1543,009-2014,4,session_2,run_0,1,8,0.9764254385964912
1544,009-2014,4,session_2,run_0,1,9,0.9676535087719298
1545,009-2014,4,session_2,run_0,1,10,0.9676535087719298
1546,009-2014,4,session_2,run_0,1,11,0.9665570175438597
1547,009-2014,4,session_2,run_0,1,12,0.9665570175438597
1548,009-2014,4,session_2,run_0,1,13,0.9654605263157895
1549,009-2014,4,session_2,run_0,1,14,0.9698464912280702
1550,009-2014,4,session_2,run_0,1,15,0.9698464912280702
1551,009-2014,4,session_2,run_0,1,16,0.9698464912280702
1552,009-2014,4,session_2,run_0,2,1,0.8766447368421052
1553,009-2014,4,session_2,run_0,2,2,0.8821271929824561
1554,009-2014,4,session_2,run_0,2,3,0.9254385964912282
1555,009-2014,4,session_2,run_0,2,4,0.9342105263157895
1556,009-2014,4,session_2,run_0,2,5,0.9391447368421053
1557,009-2014,4,session_2,run_0,2,6,0.9369517543859649
1558,009-2014,4,session_2,run_0,2,7,0.9342105263157895
1559,009-2014,4,session_2,run_0,2,8,0.9276315789473684
1560,009-2014,4,session_2,run_0,2,9,0.930921052631579
1561,009-2014,4,session_2,run_0,2,10,0.931469298245614
1562,009-2014,4,session_2,run_0,2,11,0.9320175438596492
1563,009-2014,4,session_2,run_0,2,12,0.9331140350877193
1564,009-2014,4,session_2,run_0,2,13,0.9314692982456141
1565,009-2014,4,session_2,run_0,2,14,0.9265350877192982
1566,009-2014,4,session_2,run_0,2,15,0.9281798245614035
1567,009-2014,4,session_2,run_0,2,16,0.9248903508771931
1568,009-2014,4,session_2,run_0,3,1,0.9226973684210525
1569,009-2014,4,session_2,run_0,3,2,0.9205043859649122
1570,009-2014,4,session_2,run_0,3,3,0.9380482456140351
1571,009-2014,4,session_2,run_0,3,4,0.9287280701754386
1572,009-2014,4,session_2,run_0,3,5,0.9358552631578947
1573,009-2014,4,session_2,run_0,3,6,0.9292763157894737
1574,009-2014,4,session_2,run_0,3,7,0.9254385964912281
1575,009-2014,4,session_2,run_0,3,8,0.9216008771929824
1576,009-2014,4,session_2,run_0,3,9,0.9226973684210525
1577,009-2014,4,session_2,run_0,3,10,0.9221491228070176
1578,009-2014,4,session_2,run_0,3,11,0.9221491228070176
1579,009-2014,4,session_2,run_0,3,12,0.9232456140350876
1580,009-2014,4,session_2,run_0,3,13,0.9216008771929824
1581,009-2014,4,session_2,run_0,3,14,0.9210526315789473
1582,009-2014,4,session_2,run_0,3,15,0.9210526315789473
1583,009-2014,4,session_2,run_0,3,16,0.9100877192982457
1584,009-2014,4,session_2,run_0,4,1,0.8788377192982456
1585,009-2014,4,session_2,run_0,4,2,0.8634868421052632
1586,009-2014,4,session_2,run_0,4,3,0.9007675438596492
1587,009-2014,4,session_2,run_0,4,4,0.900219298245614
1588,009-2014,4,session_2,run_0,4,5,0.9024122807017544
1589,009-2014,4,session_2,run_0,4,6,0.8991228070175439
1590,009-2014,4,session_2,run_0,4,7,0.9013157894736842
1591,009-2014,4,session_2,run_0,4,8,0.9057017543859649
1592,009-2014,4,session_2,run_0,4,9,0.9078947368421052
1593,009-2014,4,session_2,run_0,4,10,0.8963815789473685
1594,009-2014,4,session_2,run_0,4,11,0.893092105263158
1595,009-2014,4,session_2,run_0,4,12,0.8941885964912281
1596,009-2014,4,session_2,run_0,4,13,0.8963815789473684
1597,009-2014,4,session_2,run_0,4,14,0.8952850877192982
1598,009-2014,4,session_2,run_0,4,15,0.8974780701754386
1599,009-2014,4,session_2,run_0,4,16,0.8908991228070176
1600,009-2014,5,session_0,run_0,0,1,0.9807291666666667
1601,009-2014,5,session_0,run_0,0,2,0.9854166666666667
1602,009-2014,5,session_0,run_0,0,3,0.9880208333333333
1603,009-2014,5,session_0,run_0,0,4,0.9880208333333333
1604,009-2014,5,session_0,run_0,0,5,0.9947916666666667
1605,009-2014,5,session_0,run_0,0,6,0.9906250000000001
1606,009-2014,5,session_0,run_0,0,7,0.984375
1607,009-2014,5,session_0,run_0,0,8,0.9828125
1608,009-2014,5,session_0,run_0,0,9,0.98125
1609,009-2014,5,session_0,run_0,0,10,0.9817708333333334
1610,009-2014,5,session_0,run_0,0,11,0.9822916666666667
1611,009-2014,5,session_0,run_0,0,12,0.9828125
1612,009-2014,5,session_0,run_0,0,13,0.9796874999999999
1613,009-2014,5,session_0,run_0,0,14,0.9796874999999999
1614,009-2014,5,session_0,run_0,0,15,0.9812500000000001
1615,009-2014,5,session_0,run_0,0,16,0.98125
1616,009-2014,5,session_0,run_0,1,1,0.9906798245614035
1617,009-2014,5,session_0,run_0,1,2,0.9923245614035088
1618,009-2014,5,session_0,run_0,1,3,0.9906798245614035
1619,009-2014,5,session_0,run_0,1,4,0.9890350877192983
1620,009-2014,5,session_0,run_0,1,5,0.9835526315789475
1621,009-2014,5,session_0,run_0,1,6,0.9846491228070176
1622,009-2014,5,session_0,run_0,1,7,0.9868421052631579
1623,009-2014,5,session_0,run_0,1,8,0.9868421052631579
1624,009-2014,5,session_0,run_0,1,9,0.9835526315789475
1625,009-2014,5,session_0,run_0,1,10,0.9835526315789475
1626,009-2014,5,session_0,run_0,1,11,0.9846491228070176
1627,009-2014,5,session_0,run_0,1,12,0.9846491228070176
1628,009-2014,5,session_0,run_0,1,13,0.9835526315789475
1629,009-2014,5,session_0,run_0,1,14,0.9835526315789475
1630,009-2014,5,session_0,run_0,1,15,0.9835526315789475
1631,009-2014,5,session_0,run_0,1,16,0.9835526315789475
1632,009-2014,5,session_0,run_0,2,1,0.9725877192982456
1633,009-2014,5,session_0,run_0,2,2,0.9791666666666666
1634,009-2014,5,session_0,run_0,2,3,0.9742324561403509
1635,009-2014,5,session_0,run_0,2,4,0.9764254385964912
1636,009-2014,5,session_0,run_0,2,5,0.9698464912280701
1637,009-2014,5,session_0,run_0,2,6,0.9671052631578947
1638,009-2014,5,session_0,run_0,2,7,0.9676535087719298
1639,009-2014,5,session_0,run_0,2,8,0.9654605263157894
1640,009-2014,5,session_0,run_0,2,9,0.9654605263157895
1641,009-2014,5,session_0,run_0,2,10,0.9654605263157894
1642,009-2014,5,session_0,run_0,2,11,0.9632675438596491
1643,009-2014,5,session_0,run_0,2,12,0.9621710526315789
1644,009-2014,5,session_0,run_0,2,13,0.962171052631579
1645,009-2014,5,session_0,run_0,2,14,0.962719298245614
1646,009-2014,5,session_0,run_0,2,15,0.9632675438596491
1647,009-2014,5,session_0,run_0,2,16,0.9577850877192983
1648,009-2014,5,session_0,run_0,3,1,0.9117324561403508
1649,009-2014,5,session_0,run_0,3,2,0.9106359649122806
1650,009-2014,5,session_0,run_0,3,3,0.9270833333333333
1651,009-2014,5,session_0,run_0,3,4,0.9320175438596491
1652,009-2014,5,session_0,run_0,3,5,0.9342105263157895
1653,009-2014,5,session_0,run_0,3,6,0.9364035087719298
1654,009-2014,5,session_0,run_0,3,7,0.9342105263157895
1655,009-2014,5,session_0,run_0,3,8,0.931469298245614
1656,009-2014,5,session_0,run_0,3,9,0.9309210526315789
1657,009-2014,5,session_0,run_0,3,10,0.9287280701754387
1658,009-2014,5,session_0,run_0,3,11,0.9292763157894737
1659,009-2014,5,session_0,run_0,3,12,0.9303728070175439
1660,009-2014,5,session_0,run_0,3,13,0.931469298245614
1661,009-2014,5,session_0,run_0,3,14,0.9320175438596491
1662,009-2014,5,session_0,run_0,3,15,0.9320175438596491
1663,009-2014,5,session_0,run_0,3,16,0.9331140350877193
1664,009-2014,5,session_0,run_0,4,1,0.9884868421052632
1665,009-2014,5,session_0,run_0,4,2,0.9906798245614035
1666,009-2014,5,session_0,run_0,4,3,0.9819078947368421
1667,009-2014,5,session_0,run_0,4,4,0.9862938596491229
1668,009-2014,5,session_0,run_0,4,5,0.9857456140350876
1669,009-2014,5,session_0,run_0,4,6,0.9846491228070176
1670,009-2014,5,session_0,run_0,4,7,0.9862938596491228
1671,009-2014,5,session_0,run_0,4,8,0.9857456140350878
1672,009-2014,5,session_0,run_0,4,9,0.9857456140350878
1673,009-2014,5,session_0,run_0,4,10,0.9857456140350878
1674,009-2014,5,session_0,run_0,4,11,0.9857456140350878
1675,009-2014,5,session_0,run_0,4,12,0.9857456140350878
1676,009-2014,5,session_0,run_0,4,13,0.9857456140350878
1677,009-2014,5,session_0,run_0,4,14,0.9857456140350878
1678,009-2014,5,session_0,run_0,4,15,0.9851973684210527
1679,009-2014,5,session_0,run_0,4,16,0.9846491228070176
1680,009-2014,5,session_1,run_0,0,1,0.9588541666666667
1681,009-2014,5,session_1,run_0,0,2,0.9796874999999999
1682,009-2014,5,session_1,run_0,0,3,0.9791666666666666
1683,009-2014,5,session_1,run_0,0,4,0.9786458333333333
1684,009-2014,5,session_1,run_0,0,5,0.9864583333333333
1685,009-2014,5,session_1,run_0,0,6,0.9822916666666666
1686,009-2014,5,session_1,run_0,0,7,0.9697916666666667
1687,009-2014,5,session_1,run_0,0,8,0.9692708333333333
1688,009-2014,5,session_1,run_0,0,9,0.96875
1689,009-2014,5,session_1,run_0,0,10,0.9661458333333334
1690,009-2014,5,session_1,run_0,0,11,0.9651041666666667
1691,009-2014,5,session_1,run_0,0,12,0.9645833333333332
1692,009-2014,5,session_1,run_0,0,13,0.9645833333333332
1693,009-2014,5,session_1,run_0,0,14,0.9604166666666667
1694,009-2014,5,session_1,run_0,0,15,0.9604166666666667
1695,009-2014,5,session_1,run_0,0,16,0.9609375
1696,009-2014,5,session_1,run_0,1,1,0.9671052631578947
1697,009-2014,5,session_1,run_0,1,2,0.9588815789473684
1698,009-2014,5,session_1,run_0,1,3,0.9616228070175439
1699,009-2014,5,session_1,run_0,1,4,0.9797149122807017
1700,009-2014,5,session_1,run_0,1,5,0.9747807017543859
1701,009-2014,5,session_1,run_0,1,6,0.9758771929824561
1702,009-2014,5,session_1,run_0,1,7,0.9747807017543859
1703,009-2014,5,session_1,run_0,1,8,0.9720394736842104
1704,009-2014,5,session_1,run_0,1,9,0.9742324561403508
1705,009-2014,5,session_1,run_0,1,10,0.9742324561403508
1706,009-2014,5,session_1,run_0,1,11,0.9747807017543859
1707,009-2014,5,session_1,run_0,1,12,0.9742324561403509
1708,009-2014,5,session_1,run_0,1,13,0.974780701754386
1709,009-2014,5,session_1,run_0,1,14,0.9753289473684211
1710,009-2014,5,session_1,run_0,1,15,0.9747807017543859
1711,009-2014,5,session_1,run_0,1,16,0.9742324561403508
1712,009-2014,5,session_1,run_0,2,1,0.9725877192982456
1713,009-2014,5,session_1,run_0,2,2,0.9627192982456141
1714,009-2014,5,session_1,run_0,2,3,0.9533991228070176
1715,009-2014,5,session_1,run_0,2,4,0.9429824561403509
1716,009-2014,5,session_1,run_0,2,5,0.9413377192982456
1717,009-2014,5,session_1,run_0,2,6,0.9424342105263158
1718,009-2014,5,session_1,run_0,2,7,0.9429824561403509
1719,009-2014,5,session_1,run_0,2,8,0.9418859649122807
1720,009-2014,5,session_1,run_0,2,9,0.9418859649122807
1721,009-2014,5,session_1,run_0,2,10,0.9457236842105263
1722,009-2014,5,session_1,run_0,2,11,0.9468201754385965
1723,009-2014,5,session_1,run_0,2,12,0.9457236842105263
1724,009-2014,5,session_1,run_0,2,13,0.9451754385964912
1725,009-2014,5,session_1,run_0,2,14,0.9446271929824561
1726,009-2014,5,session_1,run_0,2,15,0.9468201754385964
1727,009-2014,5,session_1,run_0,2,16,0.9638157894736841
1728,009-2014,5,session_1,run_0,3,1,0.9353070175438596
1729,009-2014,5,session_1,run_0,3,2,0.9544956140350875
1730,009-2014,5,session_1,run_0,3,3,0.9594298245614035
1731,009-2014,5,session_1,run_0,3,4,0.9594298245614036
1732,009-2014,5,session_1,run_0,3,5,0.9599780701754386
1733,009-2014,5,session_1,run_0,3,6,0.9616228070175438
1734,009-2014,5,session_1,run_0,3,7,0.962719298245614
1735,009-2014,5,session_1,run_0,3,8,0.9632675438596491
1736,009-2014,5,session_1,run_0,3,9,0.9671052631578948
1737,009-2014,5,session_1,run_0,3,10,0.962719298245614
1738,009-2014,5,session_1,run_0,3,11,0.9747807017543859
1739,009-2014,5,session_1,run_0,3,12,0.9725877192982456
1740,009-2014,5,session_1,run_0,3,13,0.9725877192982456
1741,009-2014,5,session_1,run_0,3,14,0.9725877192982457
1742,009-2014,5,session_1,run_0,3,15,0.9725877192982457
1743,009-2014,5,session_1,run_0,3,16,0.9703947368421053
1744,009-2014,5,session_1,run_0,4,1,0.950657894736842
1745,009-2014,5,session_1,run_0,4,2,0.9347587719298246
1746,009-2014,5,session_1,run_0,4,3,0.9309210526315789
1747,009-2014,5,session_1,run_0,4,4,0.9221491228070176
1748,009-2014,5,session_1,run_0,4,5,0.9221491228070174
1749,009-2014,5,session_1,run_0,4,6,0.9210526315789473
1750,009-2014,5,session_1,run_0,4,7,0.9237938596491228
1751,009-2014,5,session_1,run_0,4,8,0.9254385964912281
1752,009-2014,5,session_1,run_0,4,9,0.9254385964912281
1753,009-2014,5,session_1,run_0,4,10,0.9292763157894737
1754,009-2014,5,session_1,run_0,4,11,0.9281798245614036
1755,009-2014,5,session_1,run_0,4,12,0.9265350877192983
1756,009-2014,5,session_1,run_0,4,13,0.9265350877192983
1757,009-2014,5,session_1,run_0,4,14,0.9237938596491226
1758,009-2014,5,session_1,run_0,4,15,0.919407894736842
1759,009-2014,5,session_1,run_0,4,16,0.9221491228070174
1760,009-2014,5,session_2,run_0,0,1,0.9703125
1761,009-2014,5,session_2,run_0,0,2,0.9635416666666667
1762,009-2014,5,session_2,run_0,0,3,0.9739583333333333
1763,009-2014,5,session_2,run_0,0,4,0.9692708333333333
1764,009-2014,5,session_2,run_0,0,5,0.9692708333333333
1765,009-2014,5,session_2,run_0,0,6,0.965625
1766,009-2014,5,session_2,run_0,0,7,0.9739583333333335
1767,009-2014,5,session_2,run_0,0,8,0.9744791666666668
1768,009-2014,5,session_2,run_0,0,9,0.96875
1769,009-2014,5,session_2,run_0,0,10,0.9661458333333333
1770,009-2014,5,session_2,run_0,0,11,0.9661458333333333
1771,009-2014,5,session_2,run_0,0,12,0.96875
1772,009-2014,5,session_2,run_0,0,13,0.9677083333333333
1773,009-2014,5,session_2,run_0,0,14,0.9666666666666667
1774,009-2014,5,session_2,run_0,0,15,0.9630208333333334
1775,009-2014,5,session_2,run_0,0,16,0.9635416666666666
1776,009-2014,5,session_2,run_0,1,1,0.9791666666666666
1777,009-2014,5,session_2,run_0,1,2,0.9945175438596491
1778,009-2014,5,session_2,run_0,1,3,0.9961622807017544
1779,009-2014,5,session_2,run_0,1,4,0.9950657894736843
1780,009-2014,5,session_2,run_0,1,5,0.9879385964912282
1781,009-2014,5,session_2,run_0,1,6,0.9868421052631579
1782,009-2014,5,session_2,run_0,1,7,0.9884868421052632
1783,009-2014,5,session_2,run_0,1,8,0.9906798245614036
1784,009-2014,5,session_2,run_0,1,9,0.9890350877192983
1785,009-2014,5,session_2,run_0,1,10,0.987390350877193
1786,009-2014,5,session_2,run_0,1,11,0.9830043859649122
1787,009-2014,5,session_2,run_0,1,12,0.9808114035087719
1788,009-2014,5,session_2,run_0,1,13,0.9808114035087719
1789,009-2014,5,session_2,run_0,1,14,0.9786184210526316
1790,009-2014,5,session_2,run_0,1,15,0.9791666666666666
1791,009-2014,5,session_2,run_0,1,16,0.9797149122807017
1792,009-2014,5,session_2,run_0,2,1,0.9742324561403508
1793,009-2014,5,session_2,run_0,2,2,0.9890350877192983
1794,009-2014,5,session_2,run_0,2,3,0.9725877192982456
1795,009-2014,5,session_2,run_0,2,4,0.9692982456140351
1796,009-2014,5,session_2,run_0,2,5,0.9698464912280702
1797,009-2014,5,session_2,run_0,2,6,0.9720394736842106
1798,009-2014,5,session_2,run_0,2,7,0.962719298245614
1799,009-2014,5,session_2,run_0,2,8,0.9539473684210527
1800,009-2014,5,session_2,run_0,2,9,0.957236842105263
1801,009-2014,5,session_2,run_0,2,10,0.9632675438596491
1802,009-2014,5,session_2,run_0,2,11,0.9632675438596491
1803,009-2014,5,session_2,run_0,2,12,0.962171052631579
1804,009-2014,5,session_2,run_0,2,13,0.9643640350877193
1805,009-2014,5,session_2,run_0,2,14,0.9555921052631579
1806,009-2014,5,session_2,run_0,2,15,0.9523026315789473
1807,009-2014,5,session_2,run_0,2,16,0.9533991228070176
1808,009-2014,5,session_2,run_0,3,1,0.9424342105263157
1809,009-2014,5,session_2,run_0,3,2,0.9402412280701754
1810,009-2014,5,session_2,run_0,3,3,0.9199561403508771
1811,009-2014,5,session_2,run_0,3,4,0.8969298245614035
1812,009-2014,5,session_2,run_0,3,5,0.8832236842105263
1813,009-2014,5,session_2,run_0,3,6,0.8941885964912281
1814,009-2014,5,session_2,run_0,3,7,0.8678728070175439
1815,009-2014,5,session_2,run_0,3,8,0.8826754385964912
1816,009-2014,5,session_2,run_0,3,9,0.8793859649122807
1817,009-2014,5,session_2,run_0,3,10,0.8782894736842105
1818,009-2014,5,session_2,run_0,3,11,0.8782894736842105
1819,009-2014,5,session_2,run_0,3,12,0.8711622807017544
1820,009-2014,5,session_2,run_0,3,13,0.8711622807017544
1821,009-2014,5,session_2,run_0,3,14,0.8717105263157895
1822,009-2014,5,session_2,run_0,3,15,0.8728070175438596
1823,009-2014,5,session_2,run_0,3,16,0.8793859649122807
1824,009-2014,5,session_2,run_0,4,1,0.924890350877193
1825,009-2014,5,session_2,run_0,4,2,0.9692982456140351
1826,009-2014,5,session_2,run_0,4,3,0.9725877192982456
1827,009-2014,5,session_2,run_0,4,4,0.9517543859649124
1828,009-2014,5,session_2,run_0,4,5,0.9342105263157894
1829,009-2014,5,session_2,run_0,4,6,0.9342105263157895
1830,009-2014,5,session_2,run_0,4,7,0.9364035087719298
1831,009-2014,5,session_2,run_0,4,8,0.9369517543859649
1832,009-2014,5,session_2,run_0,4,9,0.9413377192982455
1833,009-2014,5,session_2,run_0,4,10,0.943530701754386
1834,009-2014,5,session_2,run_0,4,11,0.943530701754386
1835,009-2014,5,session_2,run_0,4,12,0.9418859649122806
1836,009-2014,5,session_2,run_0,4,13,0.9473684210526316
1837,009-2014,5,session_2,run_0,4,14,0.9495614035087718
1838,009-2014,5,session_2,run_0,4,15,0.9473684210526316
1839,009-2014,5,session_2,run_0,4,16,0.9473684210526316
1840,009-2014,6,session_0,run_0,0,1,0.9020833333333333
1841,009-2014,6,session_0,run_0,0,2,0.9192708333333334
1842,009-2014,6,session_0,run_0,0,3,0.9494791666666667
1843,009-2014,6,session_0,run_0,0,4,0.953125
